OBJECTID,WHO_REGION,ISO_2_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,STARTDATE,ENDDATE,ISO_3_CODE,WHO_CODE,ADM3_ALTNA,ADM3_ALTCO,LVL,WHO_STATUS,UN_CODE,UNICEF_REG,CENTER_LON,CENTER_LAT,ADM3_VIZ_N,ADM2_VIZ_N,ADM1_VIZ_N,GUID,ADM2_GUID,ADM1_GUID,ADM0_GUID,NOTES,GlobalID,Shape_Leng,Shape_Area
174,AFRO,SL,JONG,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002006000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030205,3,Member state,694,WCARO,-12.20924415000,7.58391456000,Jong,Bonthe,Southern,{DF922D07-0A99-445B-BAC7-C7C0553974BB},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{D58EF565-95ED-4942-9288-84E68ACDC653},1.24005003567,0.03147681052
175,AFRO,SL,KPANDA KEMO,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002007000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030206,3,Member state,694,WCARO,-12.03083000000,7.60403948000,Kpanda Kemo,Bonthe,Southern,{606DCF93-9080-4324-9188-7310AC743458},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{75CBFEB9-DC24-47E3-BA91-DF00C811829B},0.75114829275,0.01352255373
176,AFRO,SL,KWAMEBAI KRIM,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002008000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030207,3,Member state,694,WCARO,-11.98617939000,7.27380930000,Kwamebai Krim,Bonthe,Southern,{E582D402-EC4F-4772-BC2A-A58903831FDF},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{D7D6473A-4EA8-4154-83A0-7DD07A8BE2AB},0.66056489417,0.02346990434
177,AFRO,SL,NONGOBA BULLOM,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002009000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030208,3,Member state,694,WCARO,-12.24115054000,7.36614558000,Nongoba Bullom,Bonthe,Southern,{60261751-AB42-4814-8EBC-C31A0CCFF521},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{7C90A69B-A890-483A-997E-53145137A487},1.38110070978,0.04522036339
178,AFRO,SL,SITTIA,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002010000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030209,3,Member state,694,WCARO,-12.64583357000,7.54923933000,Sittia,Bonthe,Southern,{6BB7911D-14C0-495A-9BB9-6A9A4CF1C346},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{503E1319-FC5B-474C-A263-A16D4069B9AF},1.50072422227,0.04461190973
179,AFRO,SL,SOGBENI,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002011000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030210,3,Member state,694,WCARO,-12.09316978000,7.53481410000,Sogbeni,Bonthe,Southern,{9953418C-6E9B-4670-B639-F3CA060752E5},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{8716910A-A62C-4B44-9BE1-65259E5C7253},0.49288520316,0.01114520428
180,AFRO,SL,YAWBEKO,BONTHE,SOUTHERN,SIERRA LEONE,SL001003002012000000,SL001003002000000000,SL001003000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE030211,3,Member state,694,WCARO,-12.12577779000,7.43671921000,Yawbeko,Bonthe,Southern,{97DA79B4-8E4C-495C-885A-DDA913EFE6EC},{455002AC-6855-4BA2-9957-4CE860800E67},{897FB4A2-7F57-4FE5-8A41-EEAA7A1347BA},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{EE8EA029-6750-4FEA-A2FA-16BC68D06F30},0.88538549843,0.01584300697
181,AFRO,SL,DEA,KAILAHUN,EASTERN,SIERRA LEONE,SL001001001001000000,SL001001001000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010101,3,Member state,694,WCARO,-10.65114810000,7.95225670000,Dea,Kailahun,Eastern,{BDD9BC8A-0A2B-49A4-8583-31B14ECBEE83},{89BDC966-C3F9-43B5-8B1C-DDDE66D2CB80},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{0FD9E87E-8B3B-4573-AD63-39976B71614F},0.51286581960,0.01163761456
182,AFRO,SL,JAWIE,KAILAHUN,EASTERN,SIERRA LEONE,SL001001001002000000,SL001001001000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010102,3,Member state,694,WCARO,-10.89768556000,7.88200775000,Jawie,Kailahun,Eastern,{4F80FE55-F53D-4019-B2DA-A8B57B0620F9},{89BDC966-C3F9-43B5-8B1C-DDDE66D2CB80},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{C8EB5069-5258-40E5-8826-8722536F0607},0.83869305451,0.02931801716
183,AFRO,SL,KISSI KAMA,KAILAHUN,EASTERN,SIERRA LEONE,SL001001001003000000,SL001001001000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010103,3,Member state,694,WCARO,-10.40606957000,8.40866083000,Kissi Kama,Kailahun,Eastern,{C5100172-3ADF-4B38-8496-E402898EDFDC},{89BDC966-C3F9-43B5-8B1C-DDDE66D2CB80},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{C70C1EAA-D51D-4F00-B138-FBA4A9054014},0.49997180223,0.00925291181
184,AFRO,SL,KISSI TENG,KAILAHUN,EASTERN,SIERRA LEONE,SL001001001004000000,SL001001001000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010104,3,Member state,694,WCARO,-10.35796292000,8.39281952000,Kissi Teng,Kailahun,Eastern,{EBC11FDD-F46C-4990-AEAB-CA5FDF6BB52E},{89BDC966-C3F9-43B5-8B1C-DDDE66D2CB80},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{2D7E4259-1F48-4F6D-913B-5648967F15C7},0.73799464793,0.01340204888
185,AFRO,SL,KISSI TONGI,KAILAHUN,EASTERN,SIERRA LEONE,SL001001001005000000,SL001001001000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010105,3,Member state,694,WCARO,-10.34800672000,8.26837503000,Kissi Tongi,Kailahun,Eastern,{DB6A4576-D66A-4624-9A86-71D80CBCD822},{89BDC966-C3F9-43B5-8B1C-DDDE66D2CB80},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{747D9942-E569-4A11-B915-85004C7770B3},0.94215227536,0.02154006503
186,AFRO,SL,KPEJE BONGRE,KAILAHUN,EASTERN,SIERRA LEONE,SL001001001006000000,SL001001001000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010106,3,Member state,694,WCARO,-10.77786025000,8.15394921000,Kpeje Bongre,Kailahun,Eastern,{BD4809BA-A81E-4C41-B660-E587E99FA4C6},{89BDC966-C3F9-43B5-8B1C-DDDE66D2CB80},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{3881D7E5-B5A1-4539-8299-85EECCC9E218},0.80208747066,0.01475155331
187,AFRO,SL,KPEJE WEST,KAILAHUN,EASTERN,SIERRA LEONE,SL001001001007000000,SL001001001000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010107,3,Member state,694,WCARO,-10.82909875000,8.19076804000,Kpeje West,Kailahun,Eastern,{E922A2AD-CB39-482E-AAF7-8C278D3EA580},{89BDC966-C3F9-43B5-8B1C-DDDE66D2CB80},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{F14AE0A1-8897-46C6-8429-C4B3AA99572D},0.59250418819,0.01283929663
188,AFRO,SL,LUAWA,KAILAHUN,EASTERN,SIERRA LEONE,SL001001001008000000,SL001001001000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010108,3,Member state,694,WCARO,-10.55839561000,8.22463941000,Luawa,Kailahun,Eastern,{E5E84241-22E5-40AA-87AB-E295212092D1},{89BDC966-C3F9-43B5-8B1C-DDDE66D2CB80},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{BB793310-E5BF-474C-A944-E386BA7489C5},1.31178018954,0.05806452968
189,AFRO,SL,MALEMA,KAILAHUN,EASTERN,SIERRA LEONE,SL001001001009000000,SL001001001000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010109,3,Member state,694,WCARO,-10.77072410000,7.77550222000,Malema,Kailahun,Eastern,{21995A21-1B98-4453-A91F-EEFC52C2E6D7},{89BDC966-C3F9-43B5-8B1C-DDDE66D2CB80},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{3A3006C2-4737-4224-AD47-C8DC1369F52C},1.06818809126,0.05822429989
190,AFRO,SL,MANDU,KAILAHUN,EASTERN,SIERRA LEONE,SL001001001010000000,SL001001001000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010110,3,Member state,694,WCARO,-10.74963911000,7.98144327000,Mandu,Kailahun,Eastern,{844244F4-6A8D-43E7-8905-342451AB8C00},{89BDC966-C3F9-43B5-8B1C-DDDE66D2CB80},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{7A190261-7C65-48CF-9161-3CC994D8D6DE},0.74635849532,0.01680192228
191,AFRO,SL,NJALUAHUN,KAILAHUN,EASTERN,SIERRA LEONE,SL001001001011000000,SL001001001000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010111,3,Member state,694,WCARO,-10.92279762000,8.00830356000,Njaluahun,Kailahun,Eastern,{80526784-8264-4EF2-A654-FC7D6FD49A7B},{89BDC966-C3F9-43B5-8B1C-DDDE66D2CB80},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{23A3D63C-96B7-44EC-B544-985F5BC9FEDE},0.87794435834,0.02680890447
192,AFRO,SL,PENGUIA,KAILAHUN,EASTERN,SIERRA LEONE,SL001001001012000000,SL001001001000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010112,3,Member state,694,WCARO,-10.71930974000,8.36308165000,Penguia,Kailahun,Eastern,{E8927A40-17A4-45A8-9C13-C00E203EE739},{89BDC966-C3F9-43B5-8B1C-DDDE66D2CB80},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{34A2A16D-FBD7-4C0C-8A20-356CDF331DCE},0.68204316369,0.01519851208
193,AFRO,SL,UPPER BAMBARA,KAILAHUN,EASTERN,SIERRA LEONE,SL001001001013000000,SL001001001000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010113,3,Member state,694,WCARO,-10.67697928000,8.09158128000,Upper Bambara,Kailahun,Eastern,{2D9079A6-7FCE-4F1B-8CDD-DC790C8BFE5F},{89BDC966-C3F9-43B5-8B1C-DDDE66D2CB80},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{4117E9D6-D2CE-4D45-A04E-64F2D403087F},0.75765393863,0.01852926228
194,AFRO,SL,YAWEI,KAILAHUN,EASTERN,SIERRA LEONE,SL001001001014000000,SL001001001000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010114,3,Member state,694,WCARO,-10.82264248000,8.32548352000,Yawei,Kailahun,Eastern,{E2EB7990-44EB-4AD8-A9EF-C8C1C911393C},{89BDC966-C3F9-43B5-8B1C-DDDE66D2CB80},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{7D4DA8C4-4616-4D04-8059-7CF36DD4BA75},0.62194646260,0.01608021627
195,AFRO,SL,BRAMAIA,KAMBIA,NORTHERN,SIERRA LEONE,SL001002002001000000,SL001002002000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020201,3,Member state,694,WCARO,-12.65162936000,9.42792447000,Bramaia,Kambia,Northern,{78F6ABE2-9778-47D1-8F22-4341002E80A1},{16FAC340-B054-43D4-9089-E51664302A43},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{2D9E0A4F-25CB-4605-9E79-FB2028E15F3D},1.49931612762,0.04495123765
196,AFRO,SL,GBINLE DIXING,KAMBIA,NORTHERN,SIERRA LEONE,SL001002002002000000,SL001002002000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020202,3,Member state,694,WCARO,-12.95691917000,9.15357764000,Gbinle Dixing,Kambia,Northern,{E0CF42DD-9117-4215-A3ED-5871BE934DD5},{16FAC340-B054-43D4-9089-E51664302A43},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{2F706550-089B-4B6B-8209-46A03E99F52A},0.76501297617,0.01415398674
197,AFRO,SL,MAGBEMA,KAMBIA,NORTHERN,SIERRA LEONE,SL001002002003000000,SL001002002000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020203,3,Member state,694,WCARO,-12.90708798000,9.04996596000,Magbema,Kambia,Northern,{46E4CF4B-10F4-4B67-A3C4-167B777F9159},{16FAC340-B054-43D4-9089-E51664302A43},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{9905255C-F469-42BC-83E0-840BF05E0A7C},0.94123577314,0.02738484109
198,AFRO,SL,MAMBOLO,KAMBIA,NORTHERN,SIERRA LEONE,SL001002002004000000,SL001002002000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020204,3,Member state,694,WCARO,-13.03458991000,8.88578574000,Mambolo,Kambia,Northern,{4C364672-FAAF-4C4B-BD3D-BC51869C2B76},{16FAC340-B054-43D4-9089-E51664302A43},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{13072267-EAC8-4B44-B735-69B83CBC4CCA},0.69357711502,0.01893535806
199,AFRO,SL,MASUNGBALA,KAMBIA,NORTHERN,SIERRA LEONE,SL001002002005000000,SL001002002000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020205,3,Member state,694,WCARO,-12.78578342000,9.11155506000,Masungbala,Kambia,Northern,{C1FE189F-BA9D-435D-8BB6-B9E294116469},{16FAC340-B054-43D4-9089-E51664302A43},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{C9206504-9A79-4D5A-8175-D9AC427A8657},0.74415111255,0.02532912222
200,AFRO,SL,SAMU,KAMBIA,NORTHERN,SIERRA LEONE,SL001002002006000000,SL001002002000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020206,3,Member state,694,WCARO,-13.14311015000,8.99496473000,Samu,Kambia,Northern,{EB65A1D1-9FE3-4A8F-8061-0E182B04EB8F},{16FAC340-B054-43D4-9089-E51664302A43},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{AC0FC93D-A622-4A25-A94A-F5CBF2B2988A},1.69331335139,0.04360253289
201,AFRO,SL,TONKO LIMBA,KAMBIA,NORTHERN,SIERRA LEONE,SL001002002007000000,SL001002002000000000,SL001002000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020207,3,Member state,694,WCARO,-12.57997238000,9.31260733000,Tonko Limba,Kambia,Northern,{4BFE09AA-D505-46CD-BB21-264A69156814},{16FAC340-B054-43D4-9089-E51664302A43},{BBF2DABC-CEB0-4274-A263-8E0B43201D81},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{1CA3428E-96AC-43BE-BC7F-9BE9E17F6BE1},1.76154360278,0.07295870517
202,AFRO,SL,DAMA,KENEMA,EASTERN,SIERRA LEONE,SL001001002001000000,SL001001002000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010201,3,Member state,694,WCARO,-11.13531716000,7.76395036000,Dama,Kenema,Eastern,{AB67A291-8166-4205-A847-EFB30EF3D5C2},{92B77ED9-62C6-4D2C-9199-820F23BD6412},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{8DF9635B-5E8E-4FE9-8964-4FD58DDC3769},0.85567444130,0.03293629328
203,AFRO,SL,DODO,KENEMA,EASTERN,SIERRA LEONE,SL001001002002000000,SL001001002000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010202,3,Member state,694,WCARO,-11.20158887000,8.19553945000,Dodo,Kenema,Eastern,{5201EEB3-83D3-4D58-A3D3-19E95E84A491},{92B77ED9-62C6-4D2C-9199-820F23BD6412},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{B64C7C7E-057F-43DE-977C-58302FC396C1},0.86715202001,0.02661226034
204,AFRO,SL,GAURA,KENEMA,EASTERN,SIERRA LEONE,SL001001002003000000,SL001001002000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010203,3,Member state,694,WCARO,-11.02582007000,7.69312799000,Gaura,Kenema,Eastern,{4BB7A8F5-A7C7-4EEA-9A2E-0F8404E29FC2},{92B77ED9-62C6-4D2C-9199-820F23BD6412},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{46A2C553-7E78-40C4-A944-77D46A6C27AA},0.86762873186,0.03262273098
205,AFRO,SL,GORAMA MENDE,KENEMA,EASTERN,SIERRA LEONE,SL001001002004000000,SL001001002000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010204,3,Member state,694,WCARO,-11.41608196000,8.45306367000,Gorama Mende,Kenema,Eastern,{BD61D099-7CAB-4741-83F6-E6A13979EF01},{92B77ED9-62C6-4D2C-9199-820F23BD6412},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{31058C7F-B0EC-4BE7-9A6A-D34C11C0CAEF},1.14123127023,0.05402402037
206,AFRO,SL,KANDU LEPPIAMA,KENEMA,EASTERN,SIERRA LEONE,SL001001002005000000,SL001001002000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010205,3,Member state,694,WCARO,-11.28977608000,8.02523814000,Kandu Leppiama,Kenema,Eastern,{0096677F-E063-44DC-966C-0A298BF9A348},{92B77ED9-62C6-4D2C-9199-820F23BD6412},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{E8DEC275-7B8E-4D1D-8B46-C2AA8C276C39},0.66739940706,0.01850808591
207,AFRO,SL,KENEMA TOWN,KENEMA,EASTERN,SIERRA LEONE,SL001001002006000000,SL001001002000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,,3,Member state,694,WCARO,-11.18709007000,7.87734533000,Kenema Town,Kenema,Eastern,{AFFAEEA1-DC4E-4478-A97F-FC0AB8EC7C76},{92B77ED9-62C6-4D2C-9199-820F23BD6412},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{AC838B7E-4A46-43C8-828F-83C2A02D3E39},0.20988030453,0.00185106156
208,AFRO,SL,KOYA,KENEMA,EASTERN,SIERRA LEONE,SL001001002007000000,SL001001002000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE020405,3,Member state,694,WCARO,-11.29282135000,7.62012157000,Koya,Kenema,Eastern,{63D57F42-C291-4645-98C8-E6947DBA2B71},{92B77ED9-62C6-4D2C-9199-820F23BD6412},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{61580C58-89BD-431E-A587-A700991D60FF},1.04015898564,0.02952466963
209,AFRO,SL,LANGRAMA,KENEMA,EASTERN,SIERRA LEONE,SL001001002008000000,SL001001002000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010207,3,Member state,694,WCARO,-11.47565064000,7.66617666000,Langrama,Kenema,Eastern,{2450DEFB-246D-4AD8-AEAC-3BCAE818DE9C},{92B77ED9-62C6-4D2C-9199-820F23BD6412},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{D22D94E2-201F-493E-952A-92DA31863FCE},0.28160458154,0.00441766798
210,AFRO,SL,LOWER BAMBARA,KENEMA,EASTERN,SIERRA LEONE,SL001001002009000000,SL001001002000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010208,3,Member state,694,WCARO,-11.05031898000,8.22576317000,Lower Bambara,Kenema,Eastern,{CCDB9CF8-9C8B-4A9C-9B60-2729FDFD6D0B},{92B77ED9-62C6-4D2C-9199-820F23BD6412},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{1D4FD8F9-462F-49F7-BE86-346E6E05F46C},1.33111064440,0.05636583213
211,AFRO,SL,MALEGOHUN,KENEMA,EASTERN,SIERRA LEONE,SL001001002010000000,SL001001002000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010209,3,Member state,694,WCARO,-10.92077118000,8.23384155000,Malegohun,Kenema,Eastern,{17F26239-D47C-400C-A2B6-DB0F06AA1E7C},{92B77ED9-62C6-4D2C-9199-820F23BD6412},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{2E989463-C56F-467F-B18E-1C056BE56B51},1.03471440599,0.01965617702
212,AFRO,SL,NIAWA,KENEMA,EASTERN,SIERRA LEONE,SL001001002011000000,SL001001002000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010210,3,Member state,694,WCARO,-11.40508065000,7.66816289000,Niawa,Kenema,Eastern,{EFF9F9AF-4095-4BD3-8E4F-1AFE119B308C},{92B77ED9-62C6-4D2C-9199-820F23BD6412},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{B69C9D07-E502-450F-8740-70A6C861D0C6},0.77382105730,0.02031880768
213,AFRO,SL,NOMO,KENEMA,EASTERN,SIERRA LEONE,SL001001002012000000,SL001001002000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010211,3,Member state,694,WCARO,-10.93605274000,7.56610052000,Nomo,Kenema,Eastern,{905DB270-F1A8-41AB-AC4F-78AB940158A1},{92B77ED9-62C6-4D2C-9199-820F23BD6412},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{8302B7AC-B1E0-41CB-911F-0D0973723202},0.79489512724,0.02899517915
214,AFRO,SL,NONGOWA,KENEMA,EASTERN,SIERRA LEONE,SL001001002013000000,SL001001002000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010212,3,Member state,694,WCARO,-11.12366274000,7.96071345000,Nongowa,Kenema,Eastern,{E240BF61-B9D2-496B-ACD4-65AA9B61AF4A},{92B77ED9-62C6-4D2C-9199-820F23BD6412},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{C5588D09-AF4D-42AF-8021-2944FE7F98E6},1.44454754749,0.05115411248
215,AFRO,SL,SIMBARU,KENEMA,EASTERN,SIERRA LEONE,SL001001002014000000,SL001001002000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010213,3,Member state,694,WCARO,-11.31120840000,8.19571577000,Simbaru,Kenema,Eastern,{C934FD41-771C-402A-8609-17FC5F1859BA},{92B77ED9-62C6-4D2C-9199-820F23BD6412},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{73E74E7F-3D8F-40B7-BFED-0611D52D56AA},0.76985882052,0.02214795775
216,AFRO,SL,SMALL BO,KENEMA,EASTERN,SIERRA LEONE,SL001001002015000000,SL001001002000000000,SL001001000000000000,SL001000000000000000,1/1/2000,12/31/9999,SLE,SIL,,SLE010214,3,Member state,694,WCARO,-11.34579274000,7.85628471000,Small Bo,Kenema,Eastern,{9FCCF6F5-E23B-4629-8F4B-6D4EE853B22E},{92B77ED9-62C6-4D2C-9199-820F23BD6412},{579A0FB8-7C70-48C1-B8C4-B99C7C5399CB},{E1CD65EA-4261-4A92-A8AF-1709465C2CD3},,{5F24F10E-A5AD-4670-A76B-50D0A7B33963},1.11822563507,0.03508082361
